split_name,id,query,pred_tool,pred_args,raw_output,tool_n,tool_tool_acc,tool_arg_em,tool_exec_success,tool_joint,tools,gold_call
train_200,150,Rewrite the following article in Italian: 'Il veloce volpe marrone salta sopra il cane pigro.',translation,"{""text"": ""Il veloce volpe marrone salta sopra il cane pigro."", ""tolanguage"": ""it"", ""fromlanguage"": ""en""}","{""tool"":""translation"",""arguments"":{""text"":""Il veloce volpe marrone salta sopra il cane pigro."",""tolanguage"":""it"",""fromlanguage"":""en""}}",1,0.0,0.0,1.0,0.0,,"{""name"": ""generate"", ""arguments"": {""lang"": ""it"", ""article"": ""Il veloce volpe marrone salta sopra il cane pigro.""}}"
train_200,154,"Validate the following Sudoku board: [[5, 3, 0, 0, 7, 0, 0, 0, 0], [6, 0, 0, 1, 9, 5, 0, 0, 0], [0, 9, 8, 0, 0, 0, 0, 6, 0], [8, 0, 0, 0, 6, 0, 0, 0, 3], [4, 0, 0, 8, 0, 3, 0, 0, 1], [7, 0, 0, 0, 2, 0, 0, 0, 6], [0, 6, 0, 0, 0, 0, 2, 8, 0], [0, 0, 0, 4, 1, 9, 0, 0, 5], [0, 0, 0, 0, 8, 0, 0, 7, 9]]",is_valid_sudoku,"{""board"": [[""5"", ""3"", ""0"", ""0"", ""7"", ""0"", ""0"", ""0"", ""0""], [""6"", ""0"", ""0"", ""1"", ""9"", ""5"", ""0"", ""0"", ""0""], [""0"", ""9"", ""8"", ""0"", ""0"", ""0"", ""0"", ""6"", ""0""], [""8"", ""0"", ""0"", ""0"", ""6"", ""0"", ""0"", ""0"", ""3""], [""4"", ""0"", ""0"", ""8"", ""0"", ""3"", ""0"", ""0"", ""1""], [""7"", ""0"", ""0"", ""0"", ""2"", ""0"", ""0"", ""0"", ""6""], [""0"", ""6"", ""0"", ""0"", ""0"", ""0"", ""2"", ""8"", ""0""], [""0"", ""0"", ""0"", ""4"", ""1"", ""9"", ""0"", ""0"", ""5""], [""0"", ""0"", ""0"", ""0"", ""8"", ""0"", ""0"", ""7"", ""9""]]}","{""tool"":""is_valid_sudoku"",""arguments"":{""board"":[[""5"",""3"",""0"",""0"",""7"",""0"",""0"",""0"",""0""],[""6"",""0"",""0"",""1"",""9"",""5"",""0"",""0"",""0""],[""0"",""9"",""8"",""0"",""0"",""0"",""0"",""6"",""0""],[""8"",""0"",""0"",""0"",""6"",""0"",""0"",""0"",""3""],[""4"",""0"",""0"",""8"",""0"",""3"",""0"",""0"",""1""],[""7"",""0"",""0"",""0"",""2"",""0"",""0"",""0"",""6""],[""0"",""6"",""0"",""0"",""0"",""0"",""2"",""8"",""0""],[""0"",""0"",""0"",""4"",""1"",""9"",""0"",""0"",""5""],[""0"",""0"",""0"",""0"",""8"",""0"",""0"",""7"",""9""]]}}",1,1.0,0.0,1.0,0.0,,"{""name"": ""is_valid_sudoku"", ""arguments"": {""board"": [[5, 3, 0, 0, 7, 0, 0, 0, 0], [6, 0, 0, 1, 9, 5, 0, 0, 0], [0, 9, 8, 0, 0, 0, 0, 6, 0], [8, 0, 0, 0, 6, 0, 0, 0, 3], [4, 0, 0, 8, 0, 3, 0, 0, 1], [7, 0, 0, 0, 2, 0, 0, 0, 6], [0, 6, 0, 0, 0, 0, 2, 8, 0], [0, 0, 0, 4, 1, 9, 0, 0, 5], [0, 0, 0, 0, 8, 0, 0, 7, 9]]}}"
train_200,155,"Is the Queens Hotel in Berlin available for check-in on March 12, 2022 and check-out on March 16, 2022?",is_hotel_available,"{""hotel"": ""Queens Hotel"", ""city"": ""Berlin"", ""checkin"": ""2022-03-12"", ""checkout"": ""2022-03-16""}","{""tool"":""is_hotel_available"",""arguments"":{""hotel"":""Queens Hotel"",""city"":""Berlin"",""checkin"":""2022-03-12"",""checkout"":""2022-03-16""}}",1,1.0,0.0,1.0,0.0,,"{""name"": ""is_hotel_available"", ""arguments"": {""hotel"": ""Queens Hotel"", ""city"": ""Berlin, Germany"", ""checkin"": ""2022-03-12"", ""checkout"": ""2022-03-16""}}"
train_200,156,Locate the IP address 192.168.0.1 on the map and find its ZIP code.,get_ip_zipcode,"{""ip"": ""192.168.0.1""}","{""tool"":""get_ip_zipcode"",""arguments"":{""ip"":""192.168.0.1""}}",2,0.5,1.0,1.0,0.5,,"{""name"": ""get_ip_location"", ""arguments"": {""ip"": ""192.168.0.1""}}"
train_200,157,"Calculate the investment growth for an initial investment of $1000, annual addition of $500, for 10 years, with a return rate of 7% and an annual inflation rate of 2%.",project_investment_growth,"{""principal"": 1000.0, ""annual_addition"": 500.0, ""years"": 10, ""return_rate"": 0.07, ""inflation"": [0.02], ""inflation_adjusted"": true}","{""tool"":""project_investment_growth"",""arguments"":{""principal"":1000.0,""annual_addition"":500.0,""years"":10,""return_rate"":0.07,""inflation"":[0.02],""inflation_adjusted"":true}}",1,1.0,0.0,1.0,0.0,,"{""name"": ""project_investment_growth"", ""arguments"": {""principal"": 1000, ""annual_addition"": 500, ""years"": 10, ""return_rate"": 0.07, ""inflation"": ""[0.02] * 10""}}"
train_200,167,Search for images using the URL 'https://example.com' with country code 'ca' and language code 'fr' and generate a random password of length 18.,getrandompassword,"{""length"": 18}","{""tool"":""getrandompassword"",""arguments"":{""length"":18}}",1,0.0,0.0,1.0,0.0,,"{""name"": ""image_search"", ""arguments"": {""url"": ""https://example.com"", ""country"": ""ca"", ""language"": ""fr""}}"
train_200,170,Fetch order details for the last three orders placed on the grocery delivery app.,get_order,"{""is_id"": """"}","{""tool"":""get_order"",""arguments"":{""is_id"":""""}}",1,1.0,0.0,1.0,0.0,,"{""name"": ""get_order"", ""arguments"": {""is_id"": ""40001""}}"
train_200,172,"Remove duplicates from the list [1, 2, 3, 2, 1]. Also, find the maximum sum of a contiguous subarray within the list of integers [1, -2, 3, 5, -1]. Lastly, check if 'listen' and 'silent' are anagrams.",remove_duplicates,"{""lst"": [1, 2, 3]}","{""tool"":""remove_duplicates"",""arguments"":{""lst"":[1,2,3]}}",1,1.0,0.0,1.0,0.0,,"{""name"": ""remove_duplicates"", ""arguments"": {""lst"": [1, 2, 3, 2, 1]}}"
train_200,177,"I'm thinking of investing $7,500 for 8 years. If the bank offers me a 2.25% interest rate, how much money will I have at the end of this period?",calculate_investment_return,"{""initial_amount"": 7500, ""interest_rate"": 2.25, ""num_years"": 8}","{""tool"":""calculate_investment_return"",""arguments"":{""initial_amount"":7500,""interest_rate"":2.25,""num_years"":8}}",1,1.0,0.0,1.0,0.0,,"{""name"": ""calculate_investment_return"", ""arguments"": {""initial_amount"": 7500, ""interest_rate"": 0.0225, ""num_years"": 8}}"
train_200,181,What moves can Charmander learn?,get_pokemon_move_info,"{""pokemon_name"": ""charmander""}","{""tool"":""get_pokemon_move_info"",""arguments"":{""pokemon_name"":""charmander""}}",1,1.0,0.0,1.0,0.0,,"{""name"": ""get_pokemon_move_info"", ""arguments"": {""pokemon_name"": ""charmander"", ""move_name"": ""run""}}"
train_200,183,Can you list the repositories for the GitHub user 'pjhyett'?,search,"{""user"": ""pjhyett""}","{""tool"":""search"",""arguments"":{""user"":""pjhyett""}}",3,1.0,0.3333333333333333,1.0,0.3333333333333333,,"{""name"": ""search"", ""arguments"": {""user"": ""pjhyett""}}"
train_200,184,"Determine if the years 2000, 2004, and 2022 are leap years, and then find the DNA sequence for sequence ID 'NM_000520' in FASTA format with 100 upstream bases.",get_dna_sequence,"{""sequence_id"": ""NM_000520"", ""file_format"": ""fasta"", ""upstream_bases"": 100}","{""tool"":""get_dna_sequence"",""arguments"":{""sequence_id"":""NM_000520"",""file_format"":""fasta"",""upstream_bases"":100}}",2,0.5,0.5,1.0,0.5,,"{""name"": ""is_leap_year"", ""arguments"": {""year"": 2000}}"
train_200,185,What is the probability of rolling a sum of 7 with 2 six-sided dice?,dice_roll_probability,"{""target_sum"": 7, ""num_dice"": 2, ""num_faces"": 6}","{""tool"":""dice_roll_probability"",""arguments"":{""target_sum"":7,""num_dice"":2,""num_faces"":6}}",1,1.0,0.0,1.0,0.0,,"{""name"": ""dice_roll_probability"", ""arguments"": {""target_sum"": 7, ""num_dice"": 2}}"
train_200,197,"Can you fetch the top players by their matchmaking rank from the TrackMania API, returning up to 100 players, then fetch data for the game with the Steam App ID 570?",top_players_by_matchmaking,"{""limit"": 100, ""page"": 0}","{""tool"":""top_players_by_matchmaking"",""arguments"":{""limit"":100,""page"":0}}",1,1.0,0.0,1.0,0.0,,"{""name"": ""top_players_by_matchmaking"", ""arguments"": {""limit"": 100}}"
